,source_tri_points,target_tri_points
343,"[[427.35032258, 92.46258065], [359.22129032, 254.15548387], [116.68193548, 56.12709677], [309.26, 46.13483871]]","[[447.91290323, 147.87419355], [358.89096774, 297.75806452], [149.05354839, 59.76064516], [332.54774194, 86.10387097]]"
344,"[[439.15935484, 130.20645161], [349.22903226, 277.36516129], [132.12451613, 33.91741935], [452.78516129, 6.66580645]]","[[412.48580645, 146.55741935], [329.82258065, 294.62451613], [121.80193548, 71.16129032], [424.29483871, 32.10064516]]"
345,"[[430.98387097, 113.35548387], [352.86258065, 260.51419355], [127.58258065, 54.31032258], [456.41870968, 13.43290323]]","[[413.39419355, 146.05741935], [329.82258065, 295.03290323], [121.80193548, 70.66129032], [446.09612903, 51.58516129]]"
346,"[[430.07548387, 94.27935484], [357.40451613, 253.24709677], [115.77354839, 53.40193548], [275.64967742, 96.09612903]]","[[412.48580645, 145.14903226], [329.82258065, 295.03290323], [121.80193548, 69.75290323], [269.86903226, 130.61483871]]"
347,"[[430.98387097, 112.94709677], [353.77096774, 262.83096774], [131.21612903, 52.99354839], [281.1, 104.7716129]]","[[439.73741935, 131.11483871], [350.71548387, 278.27354839], [129.06903226, 41.18451613], [292.57870968, 116.58064516]]"
348,"[[427.35032258, 93.37096774], [357.40451613, 251.43032258], [119.40709677, 52.49354839], [276.55806452, 96.09612903]]","[[438.82903226, 131.52322581], [352.53225806, 277.77354839], [130.88580645, 38.86774194], [291.67032258, 116.98903226]]"
349,"[[427.35032258, 93.37096774], [357.40451613, 251.43032258], [119.40709677, 52.49354839], [276.55806452, 96.09612903]]","[[430.65354839, 112.44709677], [353.44064516, 260.51419355], [129.06903226, 51.58516129], [280.76967742, 103.36322581]]"
350,"[[341.96193548, 353.52516129], [129.39935484, 206.36645161], [242.03935484, 85.55096774], [49.46129032, 110.07741935]]","[[368.88322581, 355.34193548], [155.41225806, 215.45032258], [268.96064516, 90.09290323], [58.21483871, 106.44387097]]"
351,"[[329.24451613, 334.94903226], [119.40709677, 187.79032258], [86.70516129, 30.63935484], [283.82516129, 67.88322581]]","[[371.6083871, 354.93354839], [155.41225806, 216.85870968], [101.81741935, 63.34129032], [316.19677419, 95.13483871]]"
352,"[[326.51935484, 328.59032258], [107.59806452, 198.69096774], [144.84193548, 50.62387097], [268.38258065, 68.7916129]]","[[373.42516129, 354.93354839], [156.32064516, 217.76709677], [198.10645161, 62.43290323], [321.64709677, 96.04322581]]"
353,"[[351.95419355, 355.84193548], [118.49870968, 244.11032258], [144.84193548, 85.14258065], [273.83290323, 103.31032258]]","[[370.7, 354.93354839], [155.41225806, 217.76709677], [199.01483871, 63.34129032], [319.83032258, 96.9516129]]"
354,"[[329.24451613, 337.17419355], [120.31548387, 187.29032258], [173.00193548, 29.23096774], [284.73354839, 66.47483871]]","[[342.54, 353.52516129], [129.97741935, 208.18322581], [177.21354839, 60.11612903], [298.02903226, 92.81806452]]"
355,"[[324.70258065, 326.27354839], [106.68967742, 198.19096774], [145.75032258, 49.21548387], [268.38258065, 70.1083871]]","[[343.4483871, 352.61677419], [129.97741935, 209.0916129], [177.21354839, 61.93290323], [298.02903226, 92.81806452]]"
356,"[[351.04580645, 356.25032258], [120.31548387, 245.42709677], [145.75032258, 88.27612903], [271.10774194, 104.62709677]]","[[343.4483871, 352.61677419], [129.97741935, 209.0916129], [177.21354839, 61.93290323], [298.02903226, 92.81806452]]"
357,"[[324.70258065, 326.27354839], [106.68967742, 197.28258065], [144.84193548, 49.21548387], [266.56580645, 70.1083871]]","[[328.91419355, 335.35741935], [119.07677419, 184.56516129], [172.6716129, 28.32258065], [285.3116129, 69.2]]"
358,"[[350.13741935, 358.56709677], [119.40709677, 244.11032258], [144.84193548, 86.95935484], [272.01612903, 104.21870968]]","[[328.91419355, 335.35741935], [119.07677419, 184.56516129], [172.6716129, 28.32258065], [285.3116129, 69.2]]"
359,"[[350.13741935, 358.56709677], [119.40709677, 244.11032258], [144.84193548, 86.95935484], [272.01612903, 104.21870968]]","[[326.18903226, 328.59032258], [107.26774194, 198.69096774], [143.60322581, 49.71548387], [267.14387097, 71.51677419]]"
360,"[[441.88451613, 360.68516129], [113.95677419, 104.52], [341.05354839, 135.40516129], [26.7516129, 365.22709677]]","[[468.80580645, 314.35741935], [139.96967742, 66.36774194], [368.88322581, 94.52774194], [40.95548387, 320.71612903]]"
361,"[[456.41870968, 359.27677419], [31.29354839, 359.27677419], [129.39935484, 105.83677419], [353.77096774, 165.79032258]]","[[468.80580645, 312.94903226], [41.86387097, 319.30774194], [139.96967742, 67.68451613], [369.7916129, 130.36322581]]"
362,"[[460.96064516, 322.94129032], [53.09483871, 359.27677419], [182.99419355, 91.30258065], [361.94645161, 155.79806452]]","[[469.71419355, 313.85741935], [41.86387097, 319.30774194], [182.66387097, 60.41741935], [370.7, 131.2716129]]"
363,"[[497.29612903, 323.84967742], [53.09483871, 304.77354839], [131.21612903, 118.55419355], [367.39677419, 118.55419355]]","[[469.71419355, 312.94903226], [42.77225806, 233.91935484], [139.06129032, 67.68451613], [369.7916129, 94.93612903]]"
364,"[[455.51032258, 361.18516129], [31.29354839, 361.18516129], [164.82645161, 93.21096774], [353.77096774, 165.88193548]]","[[443.37096774, 361.18516129], [26.42129032, 364.81870968], [163.58774194, 103.20322581], [343.4483871, 175.87419355]]"
365,"[[461.86903226, 323.94129032], [52.18645161, 361.18516129], [131.21612903, 115.01225806], [361.94645161, 157.70645161]]","[[443.37096774, 361.18516129], [26.42129032, 363.91032258], [109.99290323, 124.09612903], [342.54, 175.87419355]]"
366,"[[495.47935484, 324.84967742], [54.9116129, 305.77354839], [129.39935484, 140.44709677], [364.6716129, 118.64580645]]","[[444.27935484, 361.18516129], [24.60451613, 281.24709677], [110.90129032, 124.09612903], [341.6316129, 135.90516129]]"
367,"[[462.77741935, 321.62451613], [51.27806452, 359.77677419], [184.81096774, 91.80258065], [361.94645161, 157.20645161]]","[[454.2716129, 360.68516129], [30.05483871, 359.77677419], [163.58774194, 93.61935484], [353.44064516, 166.29032258]]"
368,"[[497.29612903, 324.34967742], [53.09483871, 305.27354839], [178.45225806, 112.69548387], [368.30516129, 159.9316129]]","[[454.2716129, 360.68516129], [25.51290323, 274.3883871], [164.49612903, 95.43612903], [352.53225806, 165.38193548]]"
369,"[[497.29612903, 324.34967742], [53.09483871, 305.27354839], [178.45225806, 112.69548387], [368.30516129, 159.9316129]]","[[462.44709677, 323.44129032], [47.31419355, 278.93032258], [182.66387097, 92.71096774], [361.61612903, 159.9316129]]"
370,"[[214.07040998, 460.46732026], [96.94622698, 284.78104575], [129.57367796, 68.10130719], [234.98544266, 239.60457516]]","[[246.39364231, 505.64379085], [88.27599525, 291.47385621], [107.51782531, 21.25163399], [258.10606061, 218.68954248]]"
371,"[[234.14884135, 462.14052288], [95.27302436, 293.14705882], [129.57367796, 68.10130719], [237.49524658, 237.09477124]]","[[248.90344623, 505.64379085], [89.11259655, 291.47385621], [108.35442662, 21.25163399], [258.10606061, 217.01633987]]"
372,"[[249.20766488, 462.14052288], [104.47563874, 295.65686275], [129.57367796, 62.24509804], [255.90047534, 222.03594771]]","[[250.57664884, 506.48039216], [88.27599525, 289.80065359], [109.19102793, 22.08823529], [272.32828283, 206.14052288]]"
373,"[[186.46256684, 460.46732026], [91.92661913, 280.59803922], [135.42988711, 69.7745098], [240.00505051, 243.7875817]]","[[250.57664884, 506.48039216], [88.27599525, 289.80065359], [109.19102793, 22.08823529], [272.32828283, 206.14052288]]"
374,"[[237.87106358, 502.29738562], [73.89720737, 299.83986928], [113.21746881, 30.45424837], [258.78609626, 221.19934641]]","[[216.65181224, 503.97058824], [75.26619133, 289.80065359], [113.74985146, 30.45424837], [253.46226976, 225.38235294]]"
375,"[[259.76648841, 496.44117647], [92.44622698, 302.3496732], [117.54426619, 27.94444444], [268.13250149, 215.34313725]]","[[219.30540701, 497.27777778], [83.77599525, 289.80065359], [117.24004753, 34.6372549], [255.27926322, 222.03594771]]"
376,"[[178.32857992, 501.46078431], [63.71420083, 285.61764706], [119.76648841, 34.6372549], [231.87106358, 245.46078431]]","[[210.65181224, 504.80718954], [70.93939394, 289.80065359], [107.74985146, 32.96405229], [240.7694593, 230.40196078]]"
377,"[[260.60308972, 495.60457516], [92.44622698, 301.5130719], [120.89067142, 30.45424837], [260.60308972, 222.03594771]]","[[242.73024361, 496.44117647], [80.42959002, 299.83986928], [120.58645276, 36.31045752], [251.93285799, 225.38235294]]"
378,"[[184.32857992, 501.46078431], [69.71420083, 285.61764706], [124.92988711, 34.6372549], [235.36125966, 247.13398693]]","[[238.40344623, 503.97058824], [72.7563874, 299.00326797], [113.74985146, 32.12745098], [248.44266191, 225.38235294]]"
379,"[[189.49197861, 493.93137255], [78.22400475, 283.94444444], [130.92988711, 41.33006536], [240.52465835, 245.46078431]]","[[259.46226976, 496.44117647], [92.14200832, 300.67647059], [123.93285799, 30.45424837], [258.62566845, 222.03594771]]"
380,"[[80.41681521, 486.40196078], [56.1553773, 39.65686275], [242.71746881, 130.84640523], [260.28609626, 226.21895425]]","[[89.31521093, 498.11437908], [24.06030897, 26.27124183], [236.557041, 91.52614379], [274.20409982, 205.30392157]]"
381,"[[97.14884135, 489.74836601], [42.76975639, 35.47385621], [245.22727273, 118.29738562], [264.46910279, 212.83333333]]","[[89.31521093, 498.11437908], [24.06030897, 26.27124183], [236.557041, 91.52614379], [274.20409982, 205.30392157]]"
382,"[[118.06387403, 494.76797386], [43.60635769, 32.96405229], [260.28609626, 107.42156863], [206.7436126, 299.83986928]]","[[89.31521093, 499.7875817], [22.38710636, 25.43464052], [235.72043969, 91.52614379], [195.56357695, 299.83986928]]"
383,"[[53.47237077, 481.38235294], [86.09982175, 35.47385621], [263.45929887, 146.74183007], [184.818776, 318.24509804]]","[[89.14200832, 498.95098039], [22.38710636, 25.43464052], [235.72043969, 91.52614379], [195.56357695, 299.83986928]]"
384,"[[101.13903743, 502.29738562], [45.08674985, 22.08823529], [255.91027926, 111.60457516], [197.34818776, 305.69607843]]","[[84.10279263, 494.76797386], [58.16815211, 28.78104575], [256.44266191, 125.82679739], [197.0439691, 309.04248366]]"
385,"[[113.22727273, 496.44117647], [45.46256684, 22.08823529], [243.73707665, 88.17973856], [203.5802139, 298.16666667]]","[[75.27599525, 486.40196078], [51.01455734, 36.31045752], [224.19102793, 109.09477124], [184.87076649, 305.69607843]]"
386,"[[56.78936423, 496.44117647], [91.92661913, 22.9248366], [278.48871064, 138.37581699], [194.82857992, 321.59150327]]","[[86.60279263, 497.27777778], [59.8315508, 27.94444444], [256.43285799, 124.15359477], [199.5439691, 309.87908497]]"
387,"[[119.40047534, 498.11437908], [48.28936423, 27.94444444], [260.78609626, 103.23856209], [208.0802139, 299.00326797]]","[[97.3446227, 489.74836601], [42.96553773, 32.96405229], [247.09625668, 115.7875817], [191.88057041, 302.3496732]]"
388,"[[53.77956031, 493.93137255], [89.75341652, 24.59803922], [277.98871064, 141.72222222], [193.49197861, 321.59150327]]","[[100.32501485, 502.29738562], [46.78253119, 22.9248366], [255.09625668, 112.44117647], [200.71717172, 307.36928105]]"
389,"[[53.63576946, 485.56535948], [85.42661913, 32.96405229], [266.13250149, 145.06862745], [185.818776, 318.24509804]]","[[120.25965538, 495.60457516], [50.82174688, 27.10784314], [261.64527629, 104.0751634], [208.93939394, 299.00326797]]"
390,"[[61.89720737, 437.04248366], [85.32204397, 135.86601307], [210.81224005, 88.17973856], [233.40047534, 281.43464052]]","[[79.99821747, 467.99673203], [53.22697564, 162.6372549], [177.0439691, 90.68954248], [225.56684492, 281.43464052]]"
391,"[[83.11942959, 469.66993464], [66.38740345, 153.43464052], [191.04099822, 89.85294118], [253.78609626, 244.62418301]]","[[82.81521093, 474.68954248], [54.37076649, 161.80065359], [182.37076649, 86.50653595], [245.95246583, 240.44117647]]"
392,"[[80.9560309, 466.32352941], [60.04099822, 164.31045752], [187.20439691, 95.70915033], [244.92988711, 245.46078431]]","[[82.81521093, 474.68954248], [54.37076649, 161.80065359], [182.37076649, 86.50653595], [245.95246583, 240.44117647]]"
393,"[[70.7436126, 452.10130719], [90.82204397, 139.2124183], [208.78282828, 85.66993464], [240.57367796, 281.43464052]]","[[82.15181224, 473.85294118], [54.5439691, 161.80065359], [182.5439691, 85.66993464], [236.08645276, 283.10784314]]"
394,"[[80.96583482, 462.14052288], [63.39720737, 157.61764706], [184.70439691, 95.70915033], [232.39067142, 283.10784314]]","[[65.60279263, 438.71568627], [87.35442662, 138.37581699], [215.35442662, 87.34313725], [235.43285799, 278.9248366]]"
395,"[[78.12923351, 461.30392157], [58.05080214, 168.49346405], [181.0311943, 100.72875817], [227.04426619, 452.9379085]]","[[64.43939394, 438.71568627], [85.35442662, 131.68300654], [214.19102793, 87.34313725], [208.33481878, 442.0620915]]"
396,"[[63.75341652, 442.89869281], [83.83184789, 142.55882353], [195.93642305, 92.3627451], [212.6684492, 442.89869281]]","[[64.43939394, 438.71568627], [85.35442662, 131.68300654], [214.19102793, 87.34313725], [208.33481878, 442.0620915]]"
397,"[[84.96583482, 473.01633987], [60.70439691, 164.31045752], [186.19459299, 96.54575163], [234.71746881, 460.46732026]]","[[82.98841355, 468.83333333], [65.4197861, 155.94444444], [187.56357695, 90.68954248], [240.2694593, 452.10130719]]"
398,"[[73.73380867, 461.30392157], [93.81224005, 135.02941176], [215.11942959, 80.6503268], [234.36125966, 457.95751634]]","[[87.65181224, 477.19934641], [65.90017825, 153.43464052], [198.08318479, 84.83333333], [251.62566845, 459.63071895]]"
399,"[[70.41681521, 452.10130719], [87.98544266, 141.72222222], [204.27302436, 89.01633987], [223.51485443, 448.75490196]]","[[84.33481878, 474.68954248], [60.90998217, 165.14705882], [184.72697564, 97.38235294], [234.92305407, 457.12091503]]"
400,"[[184.05080214, 503.13398693], [12.54753417, 228.72875817], [161.46256684, 68.10130719], [214.1684492, 222.03594771]]","[[226.41325015, 507.31699346], [8.89691028, 251.31699346], [132.71390374, 65.59150327], [214.70083185, 210.32352941]]"
401,"[[228.89067142, 498.11437908], [8.02792632, 248.80718954], [139.37433155, 71.44771242], [217.17825312, 212.83333333]]","[[228.58645276, 507.31699346], [8.56030897, 249.64379085], [133.21390374, 66.42810458], [217.71063577, 209.4869281]]"
402,"[[229.55407011, 498.95098039], [20.40374332, 251.31699346], [141.71093286, 73.95751634], [220.35145573, 211.16013072]]","[[228.58645276, 507.31699346], [8.56030897, 249.64379085], [133.21390374, 66.42810458], [217.71063577, 209.4869281]]"
403,"[[201.7926322, 497.27777778], [16.90374332, 227.89215686], [157.45276292, 68.10130719], [219.36125966, 215.34313725]]","[[229.09625668, 506.48039216], [7.39691028, 249.64379085], [133.72370766, 64.75490196], [214.87403446, 209.4869281]]"
404,"[[228.89067142, 498.95098039], [6.35472371, 250.48039216], [140.21093286, 72.28431373], [220.52465835, 214.50653595]]","[[185.9197861, 502.29738562], [11.9067142, 228.72875817], [163.3315508, 68.9379085], [215.20083185, 220.3627451]]"
405,"[[231.22727273, 500.62418301], [19.56714201, 252.15359477], [142.54753417, 73.12091503], [222.02465835, 207.81372549]]","[[187.4197861, 504.80718954], [13.4067142, 227.89215686], [162.32174688, 68.10130719], [218.37403446, 220.3627451]]"
406,"[[198.4560309, 496.44117647], [15.24034462, 227.05555556], [154.95276292, 68.10130719], [216.86125966, 215.34313725]]","[[183.09298871, 502.29738562], [9.91651812, 227.05555556], [157.15834819, 71.44771242], [212.37403446, 222.03594771]]"
407,"[[233.73707665, 496.44117647], [19.56714201, 252.99019608], [143.38413547, 72.28431373], [220.35145573, 207.81372549]]","[[229.24985146, 497.27777778], [9.22370766, 249.64379085], [138.06030897, 72.28431373], [217.53743316, 213.66993464]]"
408,"[[202.7926322, 496.44117647], [17.06714201, 227.89215686], [157.61616162, 68.9379085], [220.36125966, 216.17973856]]","[[227.58645276, 496.44117647], [5.05050505, 251.31699346], [137.23351159, 72.28431373], [217.54723708, 211.99673203]]"
409,"[[208.47563874, 495.60457516], [20.24034462, 227.89215686], [159.11616162, 69.7745098], [221.86125966, 215.34313725]]","[[229.08645276, 497.27777778], [19.09952466, 251.31699346], [143.75311943, 72.28431373], [221.557041, 210.32352941]]"
410,"[[411.90774194, 35.85548387], [64.90387097, 60.38193548], [139.3916129, 135.77806452], [362.85483871, 91.26709677]]","[[425.20322581, 56.7483871], [83.64967742, 26.7716129], [141.78645161, 119.42709677], [368.88322581, 107.61806452]]"
411,"[[428.25870968, 38.58064516], [94.88064516, 46.75612903], [155.74258065, 121.24387097], [378.29741935, 90.35870968]]","[[426.1116129, 56.7483871], [94.55032258, 32.22193548], [144.5116129, 117.61032258], [368.88322581, 107.61806452]]"
412,"[[454.60193548, 40.39741935], [73.98774194, 34.94709677], [109.41483871, 112.16], [371.03032258, 94.90064516]]","[[457.90516129, 53.11483871], [81.83290323, 27.68], [109.08451613, 110.34322581], [368.88322581, 107.61806452]]"
413,"[[428.25870968, 40.39741935], [30.38516129, 59.47354839], [156.65096774, 138.50322581], [391.01483871, 101.25935484]]","[[425.20322581, 55.84], [32.78, 19.50451613], [143.60322581, 117.61032258], [381.60064516, 112.16]]"
414,"[[429.16709677, 28.08064516], [81.25483871, 31.71419355], [155.74258065, 111.65225806], [387.38129032, 84.40064516]]","[[410.66903226, 25.35548387], [63.66516129, 49.88193548], [140.87806452, 123.46129032], [373.42516129, 83.49225806]]"
415,"[[425.53354839, 31.71419355], [88.52193548, 30.80580645], [143.93354839, 106.20193548], [380.11419355, 87.12580645]]","[[411.57741935, 25.35548387], [78.19935484, 52.60709677], [141.78645161, 122.55290323], [374.33354839, 84.40064516]]"
416,"[[425.53354839, 30.80580645], [94.88064516, 50.79032258], [154.83419355, 127.09483871], [389.19806452, 88.03419355]]","[[411.57741935, 25.35548387], [78.19935484, 52.60709677], [141.78645161, 122.55290323], [374.33354839, 84.40064516]]"
417,"[[423.71677419, 32.62258065], [39.46903226, 31.71419355], [110.32322581, 101.66], [379.20580645, 88.03419355]]","[[427.9283871, 28.98903226], [48.22258065, 41.70645161], [120.89354839, 108.01870968], [384.32580645, 84.40064516]]"
418,"[[426.44193548, 30.80580645], [45.82774194, 56.24064516], [144.84193548, 116.19419355], [331.06129032, 76.22516129]]","[[428.83677419, 28.98903226], [49.13096774, 40.79806452], [144.5116129, 102.5683871], [328.00580645, 68.04967742]]"
419,"[[427.35032258, 20.30580645], [30.38516129, 38.47354839], [145.75032258, 106.60258065], [377.38903226, 74.80903226]]","[[424.29483871, 22.12258065], [25.51290323, 15.76387097], [135.42774194, 88.43483871], [371.6083871, 74.80903226]]"
420,"[[377.38903226, 65.87419355], [235.68064516, 63.14903226], [73.98774194, 26.81354839], [208.42903226, 114.01870968]]","[[409.76064516, 35.89741935], [234.44193548, 63.14903226], [37.32193548, 72.23290323], [214.45741935, 127.64451613]]"
421,"[[409.18258065, 59.51548387], [232.95548387, 59.51548387], [38.56064516, 27.72193548], [176.63548387, 129.46129032]]","[[410.66903226, 36.80580645], [234.44193548, 63.14903226], [36.41354839, 73.14129032], [188.11419355, 140.36193548]]"
422,"[[403.73225806, 50.4316129], [251.12322581, 66.78258065], [83.0716129, 65.87419355], [212.06258065, 124.91935484]]","[[410.66903226, 36.80580645], [234.44193548, 63.14903226], [36.41354839, 73.14129032], [188.11419355, 140.36193548]]"
423,"[[409.18258065, 66.78258065], [232.95548387, 62.24064516], [31.29354839, 21.36322581], [173.91032258, 124.01096774]]","[[410.66903226, 35.89741935], [236.25870968, 64.05741935], [28.23806452, 77.68322581], [187.20580645, 138.54516129]]"
424,"[[400.09870968, 41.34774194], [229.32193548, 67.69096774], [24.93483871, 61.33225806], [182.08580645, 140.36193548]]","[[410.66903226, 35.89741935], [236.25870968, 64.05741935], [28.23806452, 77.68322581], [187.20580645, 138.54516129]]"
425,"[[402.82387097, 72.23290323], [231.13870968, 60.42387097], [34.01870968, 15.00451613], [173.91032258, 124.01096774]]","[[411.57741935, 34.98903226], [235.35032258, 64.05741935], [28.23806452, 77.68322581], [187.20580645, 138.54516129]]"
426,"[[403.73225806, 48.61483871], [225.6883871, 61.33225806], [28.5683871, 44.07290323], [179.36064516, 130.36967742]]","[[411.57741935, 34.98903226], [235.35032258, 64.05741935], [28.23806452, 77.68322581], [187.20580645, 138.54516129]]"
427,"[[408.27419355, 48.60709677], [232.95548387, 48.60709677], [38.56064516, 17.72193548], [176.63548387, 118.55290323]]","[[380.69225806, 55.87419355], [235.35032258, 54.05741935], [72.74903226, 15.90516129], [184.48064516, 109.46903226]]"
428,"[[425.53354839, 37.38967742], [249.30645161, 57.37419355], [54.00322581, 55.55741935], [202.97870968, 124.59483871]]","[[402.49354839, 57.37419355], [233.53354839, 53.74064516], [42.77225806, 9.22967742], [172.6716129, 119.14451613]]"
429,"[[410.09096774, 66.78258065], [232.04709677, 61.33225806], [39.46903226, 16.82129032], [173.00193548, 123.10258065]]","[[382.50903226, 65.87419355], [233.53354839, 62.24064516], [75.47419355, 26.81354839], [184.48064516, 120.37741935]]"
430,"[[400.09870968, 40.43935484], [230.23032258, 65.87419355], [34.92709677, 54.97354839], [182.99419355, 139.45354839]]","[[382.50903226, 65.87419355], [233.53354839, 62.24064516], [75.47419355, 26.81354839], [184.48064516, 120.37741935]]"
431,"[[402.82387097, 73.14129032], [231.13870968, 62.24064516], [44.91935484, 9.55419355], [173.91032258, 124.01096774]]","[[382.50903226, 65.87419355], [233.53354839, 62.24064516], [75.47419355, 26.81354839], [184.48064516, 120.37741935]]"
432,"[[404.64064516, 37.70645161], [228.41354839, 53.14903226], [36.74387097, 24.98903226], [179.36064516, 122.18645161]]","[[381.60064516, 56.78258065], [235.35032258, 53.14903226], [73.65741935, 16.81354839], [185.38903226, 109.46903226]]"
433,"[[397.37354839, 41.34], [248.39806452, 57.69096774], [83.98, 56.78258065], [211.15419355, 114.91935484]]","[[407.94387097, 49.51548387], [231.71677419, 49.51548387], [37.32193548, 16.81354839], [175.39677419, 118.55290323]]"
434,"[[410.09096774, 67.69096774], [232.04709677, 62.24064516], [39.46903226, 15.91290323], [173.00193548, 124.01096774]]","[[408.85225806, 59.51548387], [233.53354839, 59.51548387], [37.32193548, 26.81354839], [175.39677419, 129.46129032]]"
435,"[[398.28193548, 41.34774194], [228.41354839, 65.87419355], [34.01870968, 54.06516129], [182.08580645, 140.36193548]]","[[408.85225806, 59.51548387], [233.53354839, 59.51548387], [37.32193548, 26.81354839], [175.39677419, 129.46129032]]"
436,"[[403.73225806, 73.14129032], [231.13870968, 62.24064516], [44.91935484, 8.64580645], [174.81870968, 124.01096774]]","[[408.85225806, 59.51548387], [233.53354839, 59.51548387], [37.32193548, 26.81354839], [175.39677419, 129.46129032]]"
437,"[[400.09870968, 39.52322581], [228.41354839, 52.24064516], [29.47677419, 33.16451613], [179.36064516, 123.09483871]]","[[407.94387097, 49.51548387], [232.62516129, 51.33225806], [28.23806452, 23.17225806], [177.21354839, 118.55290323]]"
438,"[[408.27419355, 67.69096774], [231.13870968, 60.42387097], [30.38516129, 20.45483871], [173.91032258, 124.01096774]]","[[401.58516129, 47.70645161], [252.60967742, 67.69096774], [77.29096774, 73.14129032], [209.91548387, 124.01096774]]"
439,"[[400.09870968, 41.34774194], [229.32193548, 66.78258065], [24.93483871, 61.33225806], [182.08580645, 140.36193548]]","[[401.58516129, 47.70645161], [248.06774194, 66.78258065], [77.29096774, 73.14129032], [209.91548387, 124.01096774]]"
440,"[[402.82387097, 73.14129032], [229.32193548, 62.24064516], [34.92709677, 15.91290323], [173.91032258, 124.01096774]]","[[401.58516129, 47.70645161], [248.06774194, 66.78258065], [77.29096774, 73.14129032], [209.91548387, 124.01096774]]"
441,"[[401.00709677, 38.61483871], [228.41354839, 52.24064516], [29.47677419, 34.07290323], [180.26903226, 124.00322581]]","[[401.58516129, 40.4316129], [248.97612903, 56.78258065], [76.38258065, 63.14129032], [211.73225806, 114.01096774]]"
442,"[[400.09870968, 39.53096774], [228.41354839, 66.78258065], [34.01870968, 54.06516129], [182.08580645, 139.45354839]]","[[408.85225806, 66.78258065], [231.71677419, 62.24064516], [39.13870968, 15.91290323], [172.6716129, 124.01096774]]"
443,"[[403.73225806, 73.14129032], [230.23032258, 61.33225806], [44.01096774, 9.55419355], [173.91032258, 123.10258065]]","[[408.85225806, 66.78258065], [231.71677419, 62.24064516], [39.13870968, 15.91290323], [172.6716129, 124.01096774]]"
444,"[[401.91548387, 47.70645161], [225.6883871, 61.33225806], [36.74387097, 35.89741935], [177.54387097, 130.36967742]]","[[408.85225806, 66.78258065], [231.71677419, 62.24064516], [39.13870968, 15.91290323], [172.6716129, 124.01096774]]"
445,"[[404.64064516, 73.14129032], [229.32193548, 62.24064516], [44.91935484, 9.55419355], [173.91032258, 124.01096774]]","[[398.86, 41.34774194], [227.17483871, 66.78258065], [32.78, 53.15677419], [181.75548387, 140.36193548]]"
446,"[[402.82387097, 46.79806452], [226.59677419, 62.24064516], [37.65225806, 35.89741935], [178.45225806, 130.36967742]]","[[398.86, 41.34774194], [227.17483871, 66.78258065], [32.78, 53.15677419], [181.75548387, 140.36193548]]"
447,"[[402.82387097, 46.79806452], [226.59677419, 62.24064516], [37.65225806, 35.89741935], [178.45225806, 130.36967742]]","[[405.21870968, 73.14129032], [228.08322581, 61.33225806], [44.58903226, 9.55419355], [173.58, 124.91935484]]"
448,"[[310.1683871, 96.86], [131.21612903, 114.11935484], [161.19290323, 359.38387097], [63.08709677, 183.15677419]]","[[276.22774194, 66.88322581], [96.36709677, 95.9516129], [148.14516129, 337.58258065], [31.8716129, 164.98903226]]"
449,"[[360.12967742, 137.47032258], [193.89483871, 62.07419355], [102.14774194, 88.41741935], [99.42258065, 290.98774194]]","[[280.76967742, 72.97483871], [96.36709677, 102.04322581], [32.78, 171.98903226], [158.13741935, 346.39935484]]"
450,"[[301.99290323, 90.31032258], [197.5283871, 85.7683871], [88.52193548, 133.00451613], [149.38387097, 287.43032258]]","[[271.68580645, 81.22645161], [172.6716129, 94.85225806], [71.84064516, 161.16451613], [164.49612903, 301.96451613]]"
451,"[[367.39677419, 165.78709677], [251.12322581, 94.93290323], [309.26, 276.61032258], [96.69741935, 300.2283871]]","[[278.04451613, 99.47483871], [147.23677419, 116.73419355], [298.02903226, 223.01548387], [142.69483871, 368.35741935]]"
452,"[[321.97741935, 117.56967742], [212.06258065, 90.31806452], [105.78129032, 120.29483871], [142.11677419, 281.98774194]]","[[276.22774194, 92.13483871], [170.85483871, 103.94387097], [71.84064516, 172.07290323], [175.39677419, 314.68967742]]"
453,"[[356.49612903, 94.99354839], [183.90258065, 49.57419355], [92.15548387, 85.90967742], [125.76580645, 285.75483871]]","[[277.13612903, 61.38322581], [96.36709677, 88.63483871], [30.96322581, 162.21419355], [159.04580645, 333.89935484]]"
454,"[[361.03806452, 138.37870968], [237.49741935, 77.51677419], [102.14774194, 88.41741935], [100.33096774, 291.89612903]]","[[313.4716129, 105.67677419], [184.48064516, 113.85225806], [62.75677419, 191.06516129], [160.86258065, 365.47548387]]"
455,"[[302.90129032, 92.12709677], [188.44451613, 84.86], [87.61354839, 133.00451613], [150.29225806, 285.61354839]]","[[306.20451613, 108.47806452], [196.28967742, 115.74516129], [99.09225806, 175.69870968], [189.93096774, 325.58258065]]"
456,"[[369.21354839, 164.87870968], [255.66516129, 93.11612903], [94.88064516, 297.50322581], [288.36709677, 344.73935484]]","[[316.19677419, 132.17677419], [183.57225806, 140.35225806], [163.58774194, 392.88387097], [348.89870968, 323.84645161]]"
457,"[[321.97741935, 116.66129032], [220.23806452, 91.22645161], [149.38387097, 291.0716129], [300.17612903, 274.72064516]]","[[302.57096774, 114.84451613], [193.56451613, 123.9283871], [179.93870968, 330.13225806], [331.63935484, 274.72064516]]"
