,source_tri_points,target_tri_points
345,"[[176.18129032, 177.46129032], [126.67419355, 154.7516129], [64.90387097, 73.90516129], [214.78774194, 102.51935484]]","[[165.11548387, 193.81225806], [118.33354839, 168.8316129], [60.19677419, 81.62645161], [205.99290323, 118.87032258]]"
346,"[[177.99806452, 173.82774194], [127.58258065, 152.93483871], [58.09096774, 75.26774194], [213.42516129, 92.98129032]]","[[165.11548387, 193.81225806], [118.33354839, 168.8316129], [60.19677419, 81.62645161], [205.99290323, 118.87032258]]"
347,"[[176.63548387, 177.91548387], [126.67419355, 153.38903226], [64.44967742, 72.54258065], [214.78774194, 102.51935484]]","[[174.19935484, 184.7283871], [123.78387097, 159.74774194], [63.83032258, 66.63806452], [218.71032258, 112.05741935]]"
348,"[[178.45225806, 173.82774194], [126.22, 153.38903226], [58.54516129, 74.35935484], [213.42516129, 93.88967742]]","[[174.19935484, 184.7283871], [123.78387097, 159.74774194], [63.83032258, 66.63806452], [218.71032258, 112.05741935]]"
349,"[[178.45225806, 173.82774194], [126.22, 153.38903226], [58.54516129, 74.35935484], [213.42516129, 93.88967742]]","[[176.47032258, 177.00709677], [126.50903226, 154.29741935], [65.19290323, 72.54258065], [215.07677419, 102.51935484]]"
350,"[[170.27677419, 199.26258065], [207.97483871, 77.08451613], [64.44967742, 78.44709677], [65.35806452, 127.04580645]]","[[184.1916129, 200.17096774], [223.70645161, 80.71806452], [75.63935484, 80.26387097], [77.00193548, 130.22516129]]"
351,"[[164.37225806, 188.81612903], [208.42903226, 67.54645161], [59.90774194, 63.91290323], [59.45354839, 116.14516129]]","[[184.1916129, 200.17096774], [223.70645161, 80.71806452], [75.63935484, 80.26387097], [77.00193548, 130.22516129]]"
352,"[[164.37225806, 186.99935484], [194.34903226, 62.55032258], [51.27806452, 73.90516129], [54.00322581, 121.59548387]]","[[184.1916129, 200.17096774], [223.70645161, 80.71806452], [75.63935484, 80.26387097], [77.00193548, 130.22516129]]"
353,"[[175.27290323, 201.07935484], [197.07419355, 72.99677419], [51.73225806, 95.70645161], [58.99935484, 144.30516129]]","[[184.1916129, 200.17096774], [223.70645161, 80.71806452], [75.63935484, 80.26387097], [77.00193548, 130.22516129]]"
354,"[[164.82645161, 190.17870968], [207.06645161, 69.36322581], [58.99935484, 63.91290323], [59.45354839, 115.69096774]]","[[171.02, 199.26258065], [209.17225806, 75.72193548], [64.73870968, 78.90129032], [64.73870968, 126.13741935]]"
355,"[[162.10129032, 186.09096774], [194.80322581, 61.64193548], [50.36967742, 73.90516129], [53.09483871, 121.14129032]]","[[171.02, 199.26258065], [209.17225806, 75.72193548], [64.73870968, 78.90129032], [64.73870968, 126.13741935]]"
356,"[[174.81870968, 201.07935484], [197.07419355, 72.99677419], [51.73225806, 96.61483871], [58.99935484, 143.39677419]]","[[171.02, 199.26258065], [209.17225806, 75.72193548], [64.73870968, 78.90129032], [64.73870968, 126.13741935]]"
357,"[[163.00967742, 186.54516129], [193.44064516, 61.64193548], [50.82387097, 74.35935484], [53.54903226, 121.59548387]]","[[164.66129032, 189.72451613], [205.99290323, 68.00064516], [59.2883871, 63.45870968], [59.74258065, 115.69096774]]"
358,"[[175.72709677, 201.07935484], [195.25741935, 74.35935484], [52.18645161, 95.70645161], [58.99935484, 143.85096774]]","[[164.66129032, 189.72451613], [205.99290323, 68.00064516], [59.2883871, 63.45870968], [59.74258065, 115.69096774]]"
359,"[[175.72709677, 201.07935484], [195.25741935, 74.35935484], [52.18645161, 95.70645161], [58.99935484, 143.85096774]]","[[161.93612903, 186.54516129], [193.72967742, 61.64193548], [50.20451613, 74.35935484], [52.92967742, 121.14129032]]"
360,"[[221.60064516, 213.79677419], [58.09096774, 174.73612903], [98.51419355, 92.07290323], [171.18516129, 120.23290323]]","[[234.60709677, 188.81612903], [67.91806452, 154.7516129], [108.34129032, 74.81354839], [183.73741935, 95.25225806]]"
361,"[[228.41354839, 213.34258065], [58.99935484, 175.19032258], [98.06, 90.25612903], [176.63548387, 116.59935484]]","[[234.60709677, 188.81612903], [67.91806452, 154.7516129], [108.34129032, 74.81354839], [183.73741935, 95.25225806]]"
362,"[[230.68451613, 194.72064516], [70.8083871, 167.46903226], [108.05225806, 86.1683871], [180.26903226, 112.05741935]]","[[234.60709677, 188.81612903], [67.91806452, 154.7516129], [108.34129032, 74.81354839], [183.73741935, 95.25225806]]"
363,"[[248.39806452, 196.08322581], [74.44193548, 182.00322581], [107.59806452, 96.61483871], [184.81096774, 112.5116129]]","[[234.60709677, 188.81612903], [67.91806452, 154.7516129], [108.34129032, 74.81354839], [183.73741935, 95.25225806]]"
364,"[[227.95935484, 213.34258065], [56.7283871, 177.00709677], [98.51419355, 89.80193548], [176.18129032, 115.69096774]]","[[221.43548387, 212.8883871], [57.4716129, 173.82774194], [98.80322581, 93.43548387], [170.56580645, 121.14129032]]"
365,"[[231.13870968, 195.17483871], [70.8083871, 167.01483871], [107.59806452, 86.1683871], [181.17741935, 112.5116129]]","[[221.43548387, 212.8883871], [57.4716129, 173.82774194], [98.80322581, 93.43548387], [170.56580645, 121.14129032]]"
366,"[[247.94387097, 195.17483871], [74.89612903, 182.00322581], [107.14387097, 95.70645161], [183.90258065, 110.24064516]]","[[221.43548387, 212.8883871], [57.4716129, 173.82774194], [98.80322581, 93.43548387], [170.56580645, 121.14129032]]"
367,"[[231.59290323, 194.72064516], [70.8083871, 167.01483871], [108.05225806, 87.53096774], [180.26903226, 111.60322581]]","[[227.79419355, 212.8883871], [57.01741935, 175.19032258], [97.44064516, 89.34774194], [176.01612903, 113.42]]"
368,"[[248.85225806, 194.72064516], [74.89612903, 181.54903226], [107.14387097, 95.70645161], [184.35677419, 111.14903226]]","[[227.79419355, 212.8883871], [57.01741935, 175.19032258], [97.44064516, 89.34774194], [176.01612903, 113.42]]"
369,"[[248.85225806, 194.72064516], [74.89612903, 181.54903226], [107.14387097, 95.70645161], [184.35677419, 111.14903226]]","[[230.97354839, 194.26645161], [70.18903226, 167.46903226], [107.88709677, 86.1683871], [180.55806452, 110.69483871]]"
370,"[[180.72322581, 154.29741935], [166.18903226, 253.3116129], [100.78516129, 137.03806452], [113.95677419, 12.13483871]]","[[186.0083871, 149.30129032], [176.01612903, 251.94903226], [102.43677419, 135.22129032], [107.88709677, 9.86387097]]"
371,"[[182.08580645, 152.48064516], [175.27290323, 251.94903226], [99.42258065, 142.03419355], [114.86516129, 15.7683871]]","[[186.0083871, 149.30129032], [176.01612903, 251.94903226], [102.43677419, 135.22129032], [107.88709677, 9.86387097]]"
372,"[[185.71935484, 149.30129032], [185.26516129, 248.31548387], [106.23548387, 142.94258065], [115.31935484, 14.86]]","[[186.0083871, 149.30129032], [176.01612903, 251.94903226], [102.43677419, 135.22129032], [107.88709677, 9.86387097]]"
373,"[[170.73096774, 155.66], [148.92967742, 252.40322581], [99.42258065, 135.22129032], [117.59032258, 15.31419355]]","[[186.0083871, 149.30129032], [176.01612903, 251.94903226], [102.43677419, 135.22129032], [107.88709677, 9.86387097]]"
374,"[[181.6316129, 152.93483871], [175.27290323, 251.94903226], [99.87677419, 142.4883871], [116.68193548, 15.31419355]]","[[180.55806452, 154.29741935], [164.66129032, 252.85741935], [101.5283871, 135.22129032], [113.33741935, 12.13483871]]"
375,"[[186.17354839, 148.84709677], [182.08580645, 249.67806452], [106.68967742, 142.4883871], [116.22774194, 14.86]]","[[180.55806452, 154.29741935], [164.66129032, 252.85741935], [101.5283871, 135.22129032], [113.33741935, 12.13483871]]"
376,"[[172.09354839, 156.11419355], [147.56709677, 251.94903226], [99.42258065, 134.31290323], [118.04451613, 16.22258065]]","[[180.55806452, 154.29741935], [164.66129032, 252.85741935], [101.5283871, 135.22129032], [113.33741935, 12.13483871]]"
377,"[[187.08193548, 149.75548387], [182.54, 247.86129032], [105.78129032, 142.4883871], [118.04451613, 15.7683871]]","[[182.82903226, 153.38903226], [175.56193548, 252.40322581], [100.16580645, 140.6716129], [114.7, 15.7683871]]"
378,"[[172.54774194, 156.5683871], [148.47548387, 251.04064516], [99.42258065, 135.22129032], [120.31548387, 17.13096774]]","[[182.82903226, 153.38903226], [175.56193548, 252.40322581], [100.16580645, 140.6716129], [114.7, 15.7683871]]"
379,"[[172.54774194, 156.5683871], [148.47548387, 251.04064516], [99.42258065, 135.22129032], [120.31548387, 17.13096774]]","[[186.46258065, 151.11806452], [182.82903226, 249.22387097], [105.61612903, 142.4883871], [115.6083871, 14.86]]"
380,"[[94.88064516, 249.22387097], [61.27032258, 165.19806452], [83.0716129, 13.04322581], [182.08580645, 135.67548387]]","[[98.34903226, 251.04064516], [61.55935484, 170.19419355], [69.28064516, 12.13483871], [183.28322581, 132.49612903]]"
381,"[[103.96451613, 251.94903226], [61.27032258, 165.65225806], [77.16709677, 9.86387097], [184.81096774, 132.49612903]]","[[98.34903226, 251.04064516], [61.55935484, 170.19419355], [69.28064516, 12.13483871], [183.28322581, 132.49612903]]"
382,"[[115.77354839, 248.76967742], [72.62516129, 169.28580645], [80.34645161, 11.22645161], [161.64709677, 149.75548387]]","[[98.34903226, 251.94903226], [62.01354839, 170.19419355], [69.73483871, 11.68064516], [153.76064516, 149.30129032]]"
383,"[[129.39935484, 4.86774194], [150.74645161, 161.11032258], [80.80064516, 250.58645161], [79.43806452, 96.61483871]]","[[98.34903226, 4.86774194], [153.30645161, 149.75548387], [100.16580645, 250.13225806], [73.3683871, 98.88580645]]"
384,"[[106.68967742, 5.77612903], [154.38, 152.48064516], [104.87290323, 250.13225806], [73.53354839, 98.4316129]]","[[113.7916129, 7.59290323], [152.39806452, 154.7516129], [94.71548387, 247.40709677], [76.54774194, 96.61483871]]"
385,"[[113.0483871, 6.68451613], [159.83032258, 149.30129032], [114.86516129, 246.49870968], [82.16322581, 99.79419355]]","[[113.7916129, 7.59290323], [152.39806452, 154.7516129], [94.71548387, 247.40709677], [76.54774194, 96.61483871]]"
386,"[[129.39935484, 6.68451613], [150.29225806, 161.56451613], [79.89225806, 250.58645161], [79.43806452, 94.34387097]]","[[113.7916129, 7.59290323], [152.39806452, 154.7516129], [94.71548387, 247.40709677], [76.54774194, 96.61483871]]"
387,"[[110.77741935, 4.86774194], [160.28451613, 149.75548387], [116.68193548, 248.31548387], [82.16322581, 99.34]]","[[106.07032258, 6.23032258], [153.30645161, 152.48064516], [103.34516129, 249.67806452], [72.91419355, 98.4316129]]"
388,"[[130.30774194, 6.23032258], [149.83806452, 161.56451613], [79.89225806, 251.94903226], [79.89225806, 95.25225806]]","[[106.07032258, 6.23032258], [153.30645161, 152.48064516], [103.34516129, 249.67806452], [72.91419355, 98.4316129]]"
389,"[[130.30774194, 6.23032258], [149.83806452, 161.56451613], [79.89225806, 251.94903226], [79.89225806, 95.25225806]]","[[112.42903226, 7.13870968], [160.11935484, 149.30129032], [114.7, 248.31548387], [82.45225806, 99.34]]"
390,"[[175.27290323, 35.75290323], [168.46, 221.06387097], [95.33483871, 218.79290323], [106.23548387, 68.90903226]]","[[156.0316129, 33.02774194], [180.10387097, 228.78516129], [102.43677419, 237.41483871], [90.17354839, 79.80967742]]"
391,"[[159.83032258, 31.66516129], [182.54, 229.69354839], [100.78516129, 235.14387097], [92.15548387, 76.63032258]]","[[156.0316129, 33.02774194], [180.10387097, 228.78516129], [102.43677419, 237.41483871], [90.17354839, 79.80967742]]"
392,"[[158.01354839, 38.02387097], [178.45225806, 228.78516129], [102.14774194, 233.32709677], [95.33483871, 77.99290323]]","[[156.0316129, 33.02774194], [180.10387097, 228.78516129], [102.43677419, 237.41483871], [90.17354839, 79.80967742]]"
393,"[[173.91032258, 24.85225806], [175.27290323, 227.87677419], [95.33483871, 230.14774194], [105.78129032, 68.00064516]]","[[156.0316129, 33.02774194], [180.10387097, 228.78516129], [102.43677419, 237.41483871], [90.17354839, 79.80967742]]"
394,"[[162.55548387, 17.13096774], [183.4483871, 230.14774194], [102.14774194, 238.77741935], [92.15548387, 75.72193548]]","[[177.83290323, 21.21870968], [168.29483871, 221.06387097], [95.16967742, 218.33870968], [106.07032258, 68.90903226]]"
395,"[[158.92193548, 25.30645161], [179.36064516, 228.33096774], [103.96451613, 235.59806452], [93.51806452, 77.08451613]]","[[177.83290323, 21.21870968], [168.29483871, 221.06387097], [95.16967742, 218.33870968], [106.07032258, 68.90903226]]"
396,"[[173.00193548, 18.03935484], [177.08967742, 226.51419355], [94.42645161, 229.69354839], [106.23548387, 68.00064516]]","[[177.83290323, 21.21870968], [168.29483871, 221.06387097], [95.16967742, 218.33870968], [106.07032258, 68.90903226]]"
397,"[[155.2883871, 24.39806452], [178.45225806, 226.9683871], [101.69354839, 233.78129032], [95.33483871, 77.53870968]]","[[161.48193548, 17.58516129], [182.37483871, 231.51032258], [99.7116129, 236.50645161], [91.99032258, 76.63032258]]"
398,"[[173.45612903, 18.49354839], [175.72709677, 228.78516129], [94.42645161, 228.78516129], [105.78129032, 66.63806452]]","[[161.48193548, 17.58516129], [182.37483871, 231.51032258], [99.7116129, 236.50645161], [91.99032258, 76.63032258]]"
399,"[[173.45612903, 18.49354839], [175.72709677, 228.78516129], [94.42645161, 228.78516129], [105.78129032, 66.63806452]]","[[156.94, 25.30645161], [178.74129032, 228.78516129], [101.5283871, 233.78129032], [94.26129032, 76.63032258]]"
400,"[[153.92580645, 25.30645161], [167.5516129, 180.64064516], [117.59032258, 184.7283871], [70.8083871, 114.78258065]]","[[137.86387097, 20.31032258], [178.28709677, 175.64451613], [127.8716129, 189.72451613], [68.37225806, 124.77483871]]"
401,"[[139.84580645, 22.12709677], [181.17741935, 178.82387097], [129.39935484, 191.08709677], [66.72064516, 124.32064516]]","[[137.86387097, 20.31032258], [178.28709677, 175.64451613], [127.8716129, 189.72451613], [68.37225806, 124.77483871]]"
402,"[[140.75419355, 23.94387097], [182.08580645, 172.46516129], [131.21612903, 187.90774194], [72.62516129, 125.22903226]]","[[137.86387097, 20.31032258], [178.28709677, 175.64451613], [127.8716129, 189.72451613], [68.37225806, 124.77483871]]"
403,"[[151.20064516, 22.12709677], [173.91032258, 176.55290323], [125.3116129, 183.36580645], [73.98774194, 114.3283871]]","[[137.86387097, 20.31032258], [178.28709677, 175.64451613], [127.8716129, 189.72451613], [68.37225806, 124.77483871]]"
404,"[[140.75419355, 20.31032258], [181.17741935, 176.55290323], [128.03677419, 190.63290323], [66.72064516, 124.32064516]]","[[153.76064516, 24.39806452], [168.29483871, 179.73225806], [118.33354839, 184.27419355], [71.5516129, 112.5116129]]"
405,"[[142.11677419, 24.39806452], [182.54, 171.10258065], [130.76193548, 186.09096774], [73.53354839, 125.22903226]]","[[153.76064516, 24.39806452], [168.29483871, 179.73225806], [118.33354839, 184.27419355], [71.5516129, 112.5116129]]"
406,"[[151.65483871, 23.03548387], [173.91032258, 177.91548387], [126.22, 183.36580645], [73.53354839, 113.42]]","[[153.76064516, 24.39806452], [168.29483871, 179.73225806], [118.33354839, 184.27419355], [71.5516129, 112.5116129]]"
407,"[[142.57096774, 24.85225806], [182.08580645, 172.46516129], [129.85354839, 186.99935484], [73.53354839, 125.68322581]]","[[140.13483871, 21.67290323], [181.46645161, 177.00709677], [127.8716129, 190.17870968], [66.10129032, 123.86645161]]"
408,"[[151.65483871, 21.21870968], [173.91032258, 177.46129032], [125.76580645, 182.45741935], [74.44193548, 113.87419355]]","[[140.13483871, 21.67290323], [181.46645161, 177.00709677], [127.8716129, 190.17870968], [66.10129032, 123.86645161]]"
409,"[[151.65483871, 21.21870968], [173.91032258, 177.46129032], [125.76580645, 182.45741935], [74.44193548, 113.87419355]]","[[141.04322581, 23.94387097], [182.37483871, 172.91935484], [129.6883871, 186.99935484], [73.3683871, 125.22903226]]"
410,"[[60.81612903, 150.20967742], [182.08580645, 132.04193548], [224.32580645, 106.15290323], [34.47290323, 116.59935484]]","[[66.55548387, 138.85483871], [181.92064516, 138.85483871], [226.4316129, 118.41612903], [47.93354839, 102.51935484]]"
411,"[[72.17096774, 143.39677419], [185.71935484, 131.13354839], [227.95935484, 109.33225806], [47.64451613, 110.24064516]]","[[66.55548387, 138.85483871], [181.92064516, 138.85483871], [226.4316129, 118.41612903], [47.93354839, 102.51935484]]"
412,"[[67.62903226, 140.21741935], [182.99419355, 131.58774194], [226.14258065, 111.14903226], [45.82774194, 109.78645161]]","[[66.55548387, 138.85483871], [181.92064516, 138.85483871], [226.4316129, 118.41612903], [47.93354839, 102.51935484]]"
413,"[[72.62516129, 150.20967742], [184.35677419, 133.40451613], [227.50516129, 109.78645161], [47.19032258, 116.14516129]]","[[66.55548387, 138.85483871], [181.92064516, 138.85483871], [226.4316129, 118.41612903], [47.93354839, 102.51935484]]"
414,"[[72.17096774, 142.4883871], [186.17354839, 130.67935484], [227.05096774, 109.78645161], [48.09870968, 108.42387097]]","[[60.19677419, 151.11806452], [181.46645161, 131.58774194], [224.16064516, 105.69870968], [34.30774194, 116.59935484]]"
415,"[[67.17483871, 140.6716129], [182.08580645, 132.04193548], [226.59677419, 110.69483871], [122.58645161, 107.51548387]]","[[60.19677419, 152.02645161], [180.55806452, 131.58774194], [224.61483871, 106.15290323], [116.51677419, 110.24064516]]"
416,"[[72.62516129, 150.20967742], [183.4483871, 133.40451613], [228.41354839, 109.78645161], [125.3116129, 112.5116129]]","[[60.19677419, 152.02645161], [180.55806452, 131.58774194], [224.61483871, 106.15290323], [116.51677419, 110.24064516]]"
417,"[[68.53741935, 140.6716129], [182.08580645, 131.58774194], [225.6883871, 112.05741935], [122.13225806, 107.51548387]]","[[72.00580645, 142.94258065], [185.1, 130.67935484], [227.79419355, 109.78645161], [124.69225806, 107.06129032]]"
418,"[[72.62516129, 150.20967742], [184.35677419, 133.40451613], [227.50516129, 110.24064516], [125.3116129, 113.42]]","[[73.3683871, 142.94258065], [184.1916129, 130.22516129], [228.2483871, 109.78645161], [125.14645161, 107.51548387]]"
419,"[[72.62516129, 150.20967742], [184.35677419, 133.40451613], [227.50516129, 110.24064516], [125.3116129, 113.42]]","[[67.46387097, 140.21741935], [181.92064516, 131.58774194], [225.97741935, 112.05741935], [121.96709677, 108.87806452]]"
420,"[[94.88064516, 148.84709677], [243.40193548, 141.12580645], [215.69612903, 114.78258065], [115.77354839, 118.41612903]]","[[101.07419355, 152.48064516], [249.59548387, 121.14129032], [218.25612903, 100.2483871], [117.42516129, 119.32451613]]"
421,"[[93.97225806, 148.84709677], [245.67290323, 137.94645161], [218.42129032, 113.87419355], [115.77354839, 117.96193548]]","[[101.07419355, 152.48064516], [249.59548387, 121.14129032], [218.25612903, 100.2483871], [117.42516129, 119.32451613]]"
422,"[[55.82, 144.30516129], [251.12322581, 127.5], [224.78, 102.97354839], [123.49483871, 119.32451613]]","[[49.75032258, 140.6716129], [244.59935484, 123.86645161], [217.34774194, 100.2483871], [117.42516129, 119.32451613]]"
423,"[[92.15548387, 147.48451613], [243.85612903, 143.39677419], [218.42129032, 116.14516129], [115.31935484, 117.50774194]]","[[101.07419355, 153.84322581], [247.32451613, 121.59548387], [219.61870968, 99.79419355], [116.51677419, 118.87032258]]"
424,"[[95.33483871, 155.20580645], [243.85612903, 122.50387097], [214.33354839, 101.61096774], [113.50258065, 121.14129032]]","[[101.07419355, 153.84322581], [247.32451613, 121.59548387], [219.61870968, 99.79419355], [116.51677419, 118.87032258]]"
425,"[[88.52193548, 148.39290323], [241.58516129, 146.12193548], [217.05870968, 120.23290323], [114.41096774, 118.87032258]]","[[101.07419355, 153.84322581], [247.32451613, 121.59548387], [219.61870968, 99.79419355], [116.51677419, 118.87032258]]"
426,"[[90.33870968, 152.93483871], [242.49354839, 130.22516129], [214.78774194, 105.24451613], [113.0483871, 118.41612903]]","[[101.07419355, 153.84322581], [247.32451613, 121.59548387], [219.61870968, 99.79419355], [116.51677419, 118.87032258]]"
427,"[[95.33483871, 149.75548387], [245.67290323, 137.03806452], [219.32967742, 112.96580645], [115.77354839, 117.50774194]]","[[93.80709677, 149.75548387], [242.78258065, 139.76322581], [216.43935484, 114.78258065], [116.06258065, 117.96193548]]"
428,"[[101.69354839, 154.29741935], [250.66903226, 127.95419355], [225.6883871, 103.42774194], [124.40322581, 120.23290323]]","[[93.80709677, 149.30129032], [239.14903226, 141.12580645], [216.43935484, 114.78258065], [116.06258065, 117.96193548]]"
429,"[[89.88451613, 151.11806452], [240.67677419, 143.85096774], [218.87548387, 116.59935484], [115.77354839, 118.41612903]]","[[93.80709677, 149.30129032], [239.14903226, 141.12580645], [216.43935484, 114.78258065], [116.06258065, 117.96193548]]"
430,"[[92.15548387, 156.5683871], [239.31419355, 124.32064516], [214.78774194, 102.06516129], [114.41096774, 121.14129032]]","[[93.80709677, 149.30129032], [239.14903226, 141.12580645], [216.43935484, 114.78258065], [116.06258065, 117.96193548]]"
431,"[[89.43032258, 148.39290323], [237.49741935, 147.03032258], [218.42129032, 120.23290323], [115.31935484, 119.32451613]]","[[93.80709677, 149.30129032], [239.14903226, 141.12580645], [216.43935484, 114.78258065], [116.06258065, 117.96193548]]"
432,"[[90.79290323, 152.02645161], [238.86, 129.31677419], [214.78774194, 106.60709677], [112.59419355, 118.87032258]]","[[93.80709677, 149.30129032], [239.14903226, 141.12580645], [216.43935484, 114.78258065], [116.06258065, 117.96193548]]"
433,"[[102.60193548, 155.20580645], [250.66903226, 127.5], [226.14258065, 104.79032258], [124.40322581, 120.68709677]]","[[91.08193548, 151.11806452], [240.05741935, 137.03806452], [218.25612903, 113.42], [115.15419355, 117.05354839]]"
434,"[[105.32709677, 143.85096774], [240.22258065, 143.39677419], [218.42129032, 116.59935484], [115.77354839, 118.87032258]]","[[107.88709677, 146.12193548], [241.87419355, 138.85483871], [220.07290323, 112.96580645], [116.06258065, 117.05354839]]"
435,"[[109.41483871, 149.30129032], [239.31419355, 125.68322581], [214.33354839, 102.06516129], [113.95677419, 121.59548387]]","[[107.88709677, 146.12193548], [241.87419355, 138.85483871], [220.07290323, 112.96580645], [116.06258065, 117.05354839]]"
436,"[[106.23548387, 145.21354839], [237.04322581, 146.57612903], [217.96709677, 120.23290323], [115.77354839, 118.87032258]]","[[107.88709677, 146.12193548], [241.87419355, 138.85483871], [220.07290323, 112.96580645], [116.06258065, 117.05354839]]"
437,"[[105.32709677, 144.30516129], [239.31419355, 131.13354839], [215.24193548, 106.15290323], [113.95677419, 119.32451613]]","[[107.43290323, 145.21354839], [241.87419355, 139.30903226], [220.07290323, 112.5116129], [116.06258065, 117.05354839]]"
438,"[[105.78129032, 144.30516129], [239.7683871, 143.39677419], [218.42129032, 116.59935484], [115.77354839, 117.96193548]]","[[118.78774194, 147.03032258], [249.59548387, 126.5916129], [225.97741935, 105.24451613], [124.69225806, 120.68709677]]"
439,"[[109.86903226, 148.84709677], [238.86, 125.22903226], [214.33354839, 101.15677419], [114.41096774, 121.59548387]]","[[118.78774194, 147.03032258], [249.59548387, 126.5916129], [225.97741935, 105.24451613], [124.69225806, 120.68709677]]"
440,"[[106.23548387, 143.85096774], [236.58903226, 146.57612903], [217.96709677, 119.77870968], [115.31935484, 118.87032258]]","[[118.78774194, 147.03032258], [249.59548387, 126.5916129], [225.97741935, 105.24451613], [124.69225806, 120.68709677]]"
441,"[[108.05225806, 145.21354839], [239.31419355, 131.13354839], [216.15032258, 106.60709677], [113.50258065, 118.87032258]]","[[118.78774194, 147.03032258], [249.59548387, 126.5916129], [225.97741935, 105.24451613], [124.69225806, 120.68709677]]"
442,"[[109.86903226, 149.30129032], [238.40580645, 124.77483871], [213.87935484, 102.06516129], [114.86516129, 121.14129032]]","[[106.07032258, 144.75935484], [240.5116129, 143.39677419], [218.71032258, 117.50774194], [115.6083871, 117.96193548]]"
443,"[[96.24322581, 148.84709677], [115.31935484, 118.87032258], [237.04322581, 146.12193548], [217.05870968, 119.32451613]]","[[96.98645161, 147.03032258], [114.7, 118.41612903], [240.96580645, 143.85096774], [218.71032258, 116.59935484]]"
444,"[[97.60580645, 152.02645161], [112.59419355, 119.32451613], [239.31419355, 130.67935484], [214.78774194, 106.15290323]]","[[96.98645161, 147.03032258], [114.7, 118.41612903], [240.96580645, 143.85096774], [218.71032258, 116.59935484]]"
445,"[[90.79290323, 150.20967742], [236.13483871, 146.12193548], [217.51290323, 119.77870968], [113.95677419, 118.41612903]]","[[95.16967742, 155.20580645], [237.78645161, 124.32064516], [214.1683871, 102.51935484], [113.33741935, 121.14129032]]"
446,"[[91.70129032, 152.02645161], [239.7683871, 130.67935484], [215.69612903, 105.69870968], [113.0483871, 118.41612903]]","[[95.16967742, 155.20580645], [237.78645161, 124.32064516], [214.1683871, 102.51935484], [113.33741935, 121.14129032]]"
447,"[[91.70129032, 152.02645161], [239.7683871, 130.67935484], [215.69612903, 105.69870968], [113.0483871, 118.41612903]]","[[91.53612903, 148.84709677], [236.87806452, 146.57612903], [219.16451613, 120.23290323], [115.15419355, 119.32451613]]"
448,"[[156.65096774, 71.63419355], [87.61354839, 77.08451613], [78.98387097, 202.89612903], [32.20193548, 114.3283871]]","[[138.77225806, 55.73741935], [73.82258065, 64.36709677], [74.73096774, 191.08709677], [16.14, 106.60709677]]"
449,"[[187.53612903, 84.3516129], [116.68193548, 49.83290323], [39.01483871, 168.8316129], [41.74, 55.28322581]]","[[138.77225806, 55.73741935], [73.82258065, 64.36709677], [74.73096774, 191.08709677], [16.14, 106.60709677]]"
450,"[[149.83806452, 73.90516129], [95.33483871, 71.18], [74.89612903, 172.01096774], [43.55677419, 95.25225806]]","[[138.77225806, 55.73741935], [73.82258065, 64.36709677], [74.73096774, 191.08709677], [16.14, 106.60709677]]"
451,"[[178.90645161, 82.08064516], [125.3116129, 49.37870968], [45.37354839, 159.74774194], [53.09483871, 48.01612903]]","[[138.77225806, 55.73741935], [73.82258065, 64.36709677], [74.73096774, 191.08709677], [16.14, 106.60709677]]"
452,"[[159.83032258, 82.53483871], [106.68967742, 69.36322581], [73.07935484, 168.37741935], [52.64064516, 82.98903226]]","[[138.77225806, 55.73741935], [73.82258065, 64.36709677], [74.73096774, 191.08709677], [16.14, 106.60709677]]"
453,"[[177.08967742, 72.99677419], [112.59419355, 54.82903226], [63.08709677, 169.28580645], [45.82774194, 70.2716129]]","[[138.77225806, 55.73741935], [73.82258065, 64.36709677], [74.73096774, 191.08709677], [16.14, 106.60709677]]"
454,"[[186.17354839, 82.53483871], [115.77354839, 49.37870968], [41.74, 54.82903226], [38.10645161, 168.37741935]]","[[155.12322581, 72.54258065], [91.53612903, 76.63032258], [32.49096774, 114.78258065], [79.27290323, 201.07935484]]"
455,"[[149.83806452, 74.35935484], [97.60580645, 71.63419355], [44.01096774, 95.25225806], [75.35032258, 172.46516129]]","[[155.12322581, 72.54258065], [91.53612903, 76.63032258], [32.49096774, 114.78258065], [79.27290323, 201.07935484]]"
456,"[[183.4483871, 83.89741935], [124.40322581, 48.47032258], [52.64064516, 48.01612903], [42.6483871, 157.93096774]]","[[155.12322581, 72.54258065], [91.53612903, 76.63032258], [32.49096774, 114.78258065], [79.27290323, 201.07935484]]"
457,"[[162.10129032, 82.53483871], [107.59806452, 69.81741935], [52.18645161, 82.98903226], [68.08322581, 164.28967742]]","[[155.12322581, 72.54258065], [91.53612903, 76.63032258], [32.49096774, 114.78258065], [79.27290323, 201.07935484]]"
458,"[[178.90645161, 73.45096774], [114.41096774, 55.28322581], [46.28193548, 69.36322581], [61.27032258, 168.8316129]]","[[155.12322581, 72.54258065], [91.53612903, 76.63032258], [32.49096774, 114.78258065], [79.27290323, 201.07935484]]"
459,"[[151.20064516, 75.26774194], [96.24322581, 71.63419355], [43.10258065, 96.61483871], [74.89612903, 172.01096774]]","[[185.55419355, 82.53483871], [115.15419355, 49.37870968], [39.75806452, 55.28322581], [38.84967742, 169.28580645]]"
